measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Japan,Female,All ages,Depressive disorders,Percent,2015,0.038122611,0.046435503,0.032130876
Prevalence,Japan,Both,All ages,Depressive disorders,Percent,2015,0.030569847,0.037284772,0.02574813
Prevalence,Japan,Male,5-14 years,Depressive disorders,Number,2015,63320.5109,87300.99717,46577.26124
Prevalence,Japan,Female,5-14 years,Depressive disorders,Number,2015,142164.5169,190419.0411,107256.3176
Prevalence,Japan,Both,5-14 years,Depressive disorders,Number,2015,205485.0278,278265.4896,155000.8102
Prevalence,Japan,Male,5-14 years,Depressive disorders,Percent,2015,0.014524517,0.019869057,0.010879345
Prevalence,Japan,Female,5-14 years,Depressive disorders,Percent,2015,0.032201449,0.043264801,0.024515465
Prevalence,Japan,Both,5-14 years,Depressive disorders,Percent,2015,0.023418013,0.031383764,0.017736929
Prevalence,Japan,Male,60+ years,Depressive disorders,Number,2015,410733.9648,512210.3243,331975.7368
Prevalence,Japan,Female,60+ years,Depressive disorders,Number,2015,854867.5835,1054875.172,693874.6215
Prevalence,Japan,Both,60+ years,Depressive disorders,Number,2015,1265601.548,1570893.199,1024944.494
Prevalence,Japan,Male,60+ years,Depressive disorders,Percent,2015,0.021761281,0.027131311,0.017587614
Prevalence,Japan,Female,60+ years,Depressive disorders,Percent,2015,0.036336853,0.044832204,0.029493653
Prevalence,Japan,Both,60+ years,Depressive disorders,Percent,2015,0.029848586,0.03704139,0.024170621
Prevalence,Japan,Male,<5 years,Anxiety disorders,Number,2015,3814.484375,11774.71907,1079.109891
Prevalence,Japan,Female,<5 years,Anxiety disorders,Number,2015,4757.393087,14484.59125,1372.712513
Prevalence,Japan,Both,<5 years,Anxiety disorders,Number,2015,8571.877462,26259.31032,2451.822404
Prevalence,Japan,Male,<5 years,Anxiety disorders,Percent,2015,0.002210728,0.006739566,0.000604233
Prevalence,Japan,Female,<5 years,Anxiety disorders,Percent,2015,0.002882037,0.008717448,0.000828567
Prevalence,Japan,Both,<5 years,Anxiety disorders,Percent,2015,0.002538843,0.007703744,0.000712934
Prevalence,Japan,Male,15-19 years,Anxiety disorders,Number,2015,93214.20766,148195.188,52654.47369
Prevalence,Japan,Female,15-19 years,Anxiety disorders,Number,2015,115319.3922,186688.6829,64793.77267
Prevalence,Japan,Both,15-19 years,Anxiety disorders,Number,2015,208533.5999,334837.7107,119099.5589
Prevalence,Japan,Male,15-19 years,Anxiety disorders,Percent,2015,0.034664537,0.05496628,0.019440166
Prevalence,Japan,Female,15-19 years,Anxiety disorders,Percent,2015,0.041109595,0.066820337,0.023364191
Prevalence,Japan,Both,15-19 years,Anxiety disorders,Percent,2015,0.037953141,0.061271144,0.022005296
Prevalence,Japan,Male,20-24 years,Anxiety disorders,Number,2015,80356.21161,122868.0919,49728.33592
Prevalence,Japan,Female,20-24 years,Anxiety disorders,Number,2015,111119.8183,169374.7934,69912.21775
Prevalence,Japan,Both,20-24 years,Anxiety disorders,Number,2015,191476.0299,292157.9069,119640.5537
Prevalence,Japan,Male,20-24 years,Anxiety disorders,Percent,2015,0.028820933,0.043702683,0.017868373
Prevalence,Japan,Female,20-24 years,Anxiety disorders,Percent,2015,0.038526269,0.058479414,0.024262303
Prevalence,Japan,Both,20-24 years,Anxiety disorders,Percent,2015,0.03375478,0.05125939,0.021139833
Prevalence,Japan,Male,25-29 years,Anxiety disorders,Number,2015,76324.82206,105824.7237,46759.07314
Prevalence,Japan,Female,25-29 years,Anxiety disorders,Number,2015,111393.1288,152826.3205,69088.67028
Prevalence,Japan,Both,25-29 years,Anxiety disorders,Number,2015,187717.9509,259969.8333,115876.1925
Prevalence,Japan,Male,25-29 years,Anxiety disorders,Percent,2015,0.024865726,0.034195426,0.015292946
Prevalence,Japan,Female,25-29 years,Anxiety disorders,Percent,2015,0.035529079,0.048358524,0.022010395
Prevalence,Japan,Both,25-29 years,Anxiety disorders,Percent,2015,0.030253485,0.041513709,0.018697248
Prevalence,Japan,Male,30-34 years,Anxiety disorders,Number,2015,80956.24495,113530.8268,54712.40935
Prevalence,Japan,Female,30-34 years,Anxiety disorders,Number,2015,121139.8312,163393.4849,83464.23377
Prevalence,Japan,Both,30-34 years,Anxiety disorders,Number,2015,202096.0762,276910.7682,139428.3479
Prevalence,Japan,Male,30-34 years,Anxiety disorders,Percent,2015,0.02292956,0.032324396,0.015533492
Prevalence,Japan,Female,30-34 years,Anxiety disorders,Percent,2015,0.033651921,0.04538656,0.023162044
Prevalence,Japan,Both,30-34 years,Anxiety disorders,Percent,2015,0.028342402,0.03903163,0.019415367
Prevalence,Japan,Male,35-39 years,Anxiety disorders,Number,2015,87774.36803,117655.138,64517.17763
Prevalence,Japan,Female,35-39 years,Anxiety disorders,Number,2015,132424.614,173614.4384,98723.16418
Prevalence,Japan,Both,35-39 years,Anxiety disorders,Number,2015,220198.982,291269.5763,161369.9658
Prevalence,Japan,Male,35-39 years,Anxiety disorders,Percent,2015,0.021473249,0.028387007,0.015672125
Prevalence,Japan,Female,35-39 years,Anxiety disorders,Percent,2015,0.032136091,0.042023162,0.023935914
Prevalence,Japan,Both,35-39 years,Anxiety disorders,Percent,2015,0.026826105,0.035195174,0.019607995
Prevalence,Japan,Male,40-44 years,Anxiety disorders,Number,2015,98545.89578,130373.9838,74735.53185
Prevalence,Japan,Female,40-44 years,Anxiety disorders,Number,2015,150473.4424,193816.8626,118848.9044
Prevalence,Japan,Both,40-44 years,Anxiety disorders,Number,2015,249019.3381,324144.5637,193989.7017
Prevalence,Japan,Male,40-44 years,Anxiety disorders,Percent,2015,0.020395017,0.027009027,0.015473529
Prevalence,Japan,Female,40-44 years,Anxiety disorders,Percent,2015,0.031095819,0.039968069,0.024555629
Prevalence,Japan,Both,40-44 years,Anxiety disorders,Percent,2015,0.025749328,0.03354685,0.020060474
Prevalence,Japan,Male,45-49 years,Anxiety disorders,Number,2015,86038.63723,118222.2244,66243.67144
Prevalence,Japan,Female,45-49 years,Anxiety disorders,Number,2015,134032.1651,178240.0956,107253.4755
Prevalence,Japan,Both,45-49 years,Anxiety disorders,Number,2015,220070.8024,296434.5008,174281.4196
Prevalence,Japan,Male,45-49 years,Anxiety disorders,Percent,2015,0.0199043,0.02730795,0.01534701
Prevalence,Japan,Female,45-49 years,Anxiety disorders,Percent,2015,0.030973406,0.041152082,0.024801032
Prevalence,Japan,Both,45-49 years,Anxiety disorders,Percent,2015,0.025441904,0.034235607,0.020175629
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Number,2015,78073.18885,106762.7911,54490.8732
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Number,2015,124081.4479,163127.4945,90276.64974
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Number,2015,202154.6367,268751.3837,145030.1479
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Percent,2015,0.019668226,0.026905185,0.013700907
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Percent,2015,0.031216232,0.041076256,0.022752176
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Percent,2015,0.025446136,0.033823327,0.018293079
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Number,2015,73296.89628,101920.316,52778.97917
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Number,2015,118944.5811,160921.5663,88523.41791
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Number,2015,192241.4774,259193.1408,141363.9248
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Percent,2015,0.019517699,0.027115711,0.014066515
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Percent,2015,0.031253087,0.042296627,0.023275923
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Percent,2015,0.025424536,0.034299037,0.018710895
Prevalence,Japan,Male,All ages,Anxiety disorders,Number,2015,1279710.885,1608972.052,1040731.776
Prevalence,Japan,Female,All ages,Anxiety disorders,Number,2015,1991440.324,2400969.227,1653362.249
Prevalence,Japan,Both,All ages,Anxiety disorders,Number,2015,3271151.21,3996469.256,2697217.151
Prevalence,Japan,Male,All ages,Anxiety disorders,Percent,2015,0.022057454,0.027623512,0.017929454
Prevalence,Japan,Female,All ages,Anxiety disorders,Percent,2015,0.031564306,0.037972661,0.026206861
Prevalence,Japan,Both,All ages,Anxiety disorders,Percent,2015,0.027010031,0.032907801,0.022255666
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Number,2015,161354.6424,362049.9865,63598.02026
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Number,2015,178838.5196,386344.0918,68600.90876
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Number,2015,340193.162,753929.538,131413.4052
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Percent,2015,0.036945242,0.081372289,0.014970922
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Percent,2015,0.040441838,0.087046261,0.015703228
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Percent,2015,0.038703612,0.084660859,0.015229026
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Number,2016,4.230836328,7.941063195,1.379971531
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Number,2016,4.78537995,9.420618641,1.596350972
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Number,2016,9.016216277,17.24719947,2.995575139
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Percent,2016,5.16E-06,9.50E-06,1.67E-06
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Percent,2016,5.98E-06,1.18E-05,2.03E-06
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Percent,2016,5.57E-06,1.07E-05,1.85E-06
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Number,2016,34369.88484,42193.89727,26671.59841
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Number,2016,62356.09473,76931.98366,48752.37149
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Number,2016,96725.97956,118723.5856,75701.88356
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Percent,2016,0.023837238,0.029028672,0.018529185
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Percent,2016,0.043280673,0.053117641,0.033777698
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Percent,2016,0.033554073,0.041069667,0.026552423
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Number,2016,39939.97158,47215.54745,33362.20296
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Number,2016,64151.18194,74727.3623,54125.24919
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Number,2016,104091.1535,122229.2732,87139.3747
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Percent,2016,0.022344672,0.026348598,0.018695131
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Percent,2016,0.038800789,0.045203372,0.032781254
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Percent,2016,0.030251312,0.035592339,0.025469774
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Number,2016,37397.14609,44060.65874,31152.66396
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Number,2016,58723.20123,68158.36925,49776.09818
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Number,2016,96120.34732,112553.0712,81271.0866
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Percent,2016,0.021785107,0.025668043,0.01817644
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Percent,2016,0.037242573,0.043340621,0.031592388
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Percent,2016,0.029185211,0.034227082,0.024670539
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Number,2016,39892.49759,46988.89997,33072.90774
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Number,2016,63137.45508,72800.49249,53681.00057
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Number,2016,103029.9527,118890.3209,87308.1597
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Percent,2016,0.021187031,0.025102721,0.017590699
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Percent,2016,0.035941307,0.041367299,0.030692063
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Percent,2016,0.028308141,0.032917795,0.023995139
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Number,2016,42463.38879,49109.2131,36229.25423
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Number,2016,68193.85577,77325.24189,60100.71174
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Number,2016,110657.2446,125719.5914,96676.22808
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Percent,2016,0.02042182,0.023716233,0.017383198
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Percent,2016,0.034391919,0.03905466,0.030319565
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Percent,2016,0.027240821,0.030884227,0.02377027
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Number,2016,42513.5582,50356.40405,35644.76876
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Number,2016,68369.26704,79903.73377,58357.55157
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Number,2016,110882.8252,131085.2662,94252.69615
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Percent,2016,0.019690773,0.023382502,0.016522886
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Percent,2016,0.03299826,0.038588397,0.028151086
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Percent,2016,0.026207392,0.030933666,0.022203936
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Number,2016,44220.59598,52607.60039,38366.74028
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Number,2016,74182.26288,85873.43726,65442.95161
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Number,2016,118402.8589,138238.7473,103781.917
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Percent,2016,0.019225569,0.022834387,0.016701716
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Percent,2016,0.032683753,0.037804591,0.028839004
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Percent,2016,0.025909871,0.03022586,0.022710736
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Number,2016,40854.10598,48744.23837,35661.689
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Number,2016,68962.7405,80249.74134,61296.64456
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Number,2016,109816.8465,128683.4173,96809.16605
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Percent,2016,0.018935761,0.022598752,0.016517927
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Percent,2016,0.032956699,0.038375562,0.029308412
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Percent,2016,0.025839034,0.03024673,0.022773716
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Number,2016,39531.67262,47240.65947,33660.3337
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Number,2016,71481.96698,82802.05297,62964.53412
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Number,2016,111013.6396,129558.7501,96810.10444
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Percent,2016,0.018883693,0.02258656,0.016078261
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Percent,2016,0.033871928,0.039218303,0.029826894
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Percent,2016,0.026407991,0.030814548,0.023016542
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Number,2016,467652.7175,527333.9634,420014.5864
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Number,2016,849783.4623,933132.6404,781713.3701
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Number,2016,1317436.18,1457489.091,1204781.259
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Percent,2016,0.018843564,0.021256724,0.016948334
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Percent,2016,0.033690333,0.037075939,0.030944229
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2016,0.026327127,0.02917832,0.024009726
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Number,2016,21553.80347,28400.53272,16713.16967
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Number,2016,50725.23941,66630.82947,39997.84748
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Number,2016,72279.04289,95024.76396,56948.32644
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Percent,2016,0.01106512,0.014912381,0.008528403
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Percent,2016,0.026175986,0.034745527,0.020627433
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Percent,2016,0.01860063,0.02471634,0.014532487
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Number,2016,84911.8615,100278.124,72733.82917
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Number,2016,199495.4113,225853.6162,178404.4236
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Number,2016,284407.2728,326077.461,251708.1963
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Percent,2016,0.01917008,0.022640356,0.016418942
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Percent,2016,0.036073368,0.040835998,0.032257736
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Percent,2016,0.02855591,0.032736187,0.025271563
